0.0006,4.61153783584001e-05
0.0008,4.62911230112424e-05
0.0012,4.49128016270713e-05
0.002,4.73440117375215e-05
0.0032,5.04516893347668e-05
0.005,5.80044664071502e-05
0.008,7.10498625427497e-05
0.0126,8.34777634211871e-05
0.02,0.000110053086062616
0.0316,0.00017814784175692
0.0502,0.000300488904905442
0.0796,0.000640528792673915
0.1262,0.00133491682879001
0.2,0.00314258289178558
0.317,0.00360482562173046
0.5024,0.00360482562173046
0.7962,0.00360482562173046
1.262,0.00360482562173046
2,0.00364990981982746
