0.0006,5.29025311743713e-06
0.0008,8.19306467203302e-06
0.0012,1.04392182092596e-05
0.002,1.18598349509658e-05
0.0032,1.23345408984012e-05
0.005,1.24461657512875e-05
0.008,1.34366695310352e-05
0.0126,1.40399028868424e-05
0.02,1.41081918872235e-05
0.0316,1.89652263592585e-05
0.0502,2.93897109428739e-05
0.0796,5.96681771026086e-05
0.1262,0.000156520615195027
0.2,0.000348933312297375
0.317,0.000427643577410757
0.5024,0.000474994404988012
0.7962,0.000574827041201652
1.262,0.000726566836502096
2,0.000748263857151937
