0.0004,6.18497880527224e-05
0.0008,5.91816792883341e-05
0.0012,5.8666672383401e-05
0.0016,5.86816916733478e-05
0.0024,5.93663274102432e-05
0.004,6.06596009870777e-05
0.0064,6.2429273692992e-05
0.01,6.64807099452623e-05
0.016,7.38988490701237e-05
0.0252,8.52779495647832e-05
0.04,0.00010785984260035
0.0632,0.000142332274514251
0.1004,0.000179004362365944
0.1592,0.000202430578565008
0.2524,0.000212580304914615
0.4,0.000214039429454606
0.634,0.000213086799968573
1.0048,0.000208811361966425
1.5924,0.000208216430341825
2.524,0.000206558476079453
4,0.000206466876997275
6.3396,0.000205024417892112
10.0476,0.00020604088998297
15.9244,0.000205567059225759
25.2384,0.000205266901904304
40,0.00020602535423995
63.3956,0.000206469239367589
