2.9816,2.9812,2.7752,2.7114,2.6496,2.5896,2.5298,2.47,2.4104,2.3514,2.2932,2.2345,2.1771,2.1198,2.0617,2.0063,1.9793,2.3303,2.5771,2.7141,2.8043,2.8653,2.9075,2.9356,2.9528,2.9638,2.9705,2.9745,2.9767,2.9792,2.9798
2.5509,2.5523,2.8096,2.7806,2.7487,2.7199,2.69,2.6602,2.6296,2.6001,2.5686,2.5393,2.5097,2.4793,2.4496,2.4197,2.4051,2.2165,2.295,2.3856,2.4392,2.475,2.4989,2.5182,2.5308,2.5385,2.5428,2.5447,2.5467,2.55,2.5506
