2.8639,2.8664,2.9051,2.9339,2.9631,2.986,3.0057,3.0232,3.0365,3.0453,3.0527,3.0558,3.0572,3.0586,3.0563,3.0548,3.0393,3.014,2.99,2.97,2.9507,2.935,2.9211,2.9085,2.8991,2.8903,2.8834,2.8772,2.8721,2.8666
2.8512,2.8498,2.8122,2.7814,2.7518,2.7293,2.7098,2.6911,2.6762,2.6633,2.6506,2.6413,2.6335,2.6268,2.6226,2.6181,2.6424,2.6835,2.721,2.7524,2.7772,2.7993,2.817,2.8309,2.8412,2.8461,2.8498,2.8512,2.8522,2.8511
