0.0004,7.08477085132878e-05
0.0008,6.92795216098303e-05
0.0012,6.83267856567365e-05
0.0016,6.74164648769547e-05
0.0024,6.78771406253706e-05
0.004,6.70562938987981e-05
0.0064,6.72207610700686e-05
0.01,6.80809279240339e-05
0.016,6.81611466344334e-05
0.0252,7.0603330202846e-05
0.04,7.7569132710239e-05
0.0632,9.14813474774272e-05
0.1004,0.00010901145727023
0.1592,0.000122838004477679
0.2524,0.000130761932623986
0.4,0.000136097207646364
0.634,0.000141576011637553
1.0048,0.000156707768446928
1.5924,0.00021310258565499
2.524,0.000399193244970051
4,0.000962112160390191
6.3396,0.00111873176844371
10.0476,0.00110553394395131
15.9244,0.0011001173722767
25.2384,0.00109111583401839
40,0.00109311679774915
63.3956,0.00112891389333747
