0.0006,4.51539052715704e-05
0.0008,4.61588719846355e-05
0.0012,4.47481113096561e-05
0.002,4.55506188865266e-05
0.0032,4.98588861768166e-05
0.005,5.16620668568295e-05
0.008,5.27371372583955e-05
0.0126,5.73028011306567e-05
0.02,6.74968388125026e-05
0.0316,9.85202409937484e-05
0.0502,0.000165859458671063
0.0796,0.000322053243437773
0.1262,0.000689422902018986
0.2,0.00159712239092084
0.317,0.00180493157232454
0.5024,0.00180591693725581
0.7962,0.00180606971769925
1.262,0.00180661690553345
2,0.00185570706939807
