0.0006,5.26175823544804e-06
0.0008,9.04712342457534e-06
0.0012,1.12874800025047e-05
0.002,1.20095854497768e-05
0.0032,1.21824411319321e-05
0.005,1.11316161005672e-05
0.008,1.01378114256191e-05
0.0126,9.63294038082661e-06
0.02,9.68166589433672e-06
0.0316,1.4986425544513e-05
0.0502,1.72663956974471e-05
0.0796,3.62695105054409e-05
0.1262,8.83699006420721e-05
0.2,0.000177377007356843
0.317,0.000217805527627104
0.5024,0.000241059241809202
0.7962,0.000290683984651889
1.262,0.000376698768150252
2,0.000377831141293383
